SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
143354,0,Cash loans,F,N,Y,1,180000.0,208512.0,14958.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,35.82,4.53,-1871.0,-1124,,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,17,0,0,0,0,1,1,Business Entity Type 3,,0.5076768016373727,0.2525986978339766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3097.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
143568,0,Cash loans,M,Y,Y,1,180000.0,521280.0,31630.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,38.99,2.75,-1503.0,-5168,8.0,1,1,0,1,0,0,Laborers,3.0,2,1,WEDNESDAY,12,0,0,0,0,0,0,Transport: type 4,0.2069065130778611,0.4383606912631003,0.0005272652387098,0.0481,0.0391,0.9861,,,0.0,0.0572,0.0833,,0.0362,,0.0281,,0.0,0.0473,0.0302,0.9851,,,0.0,0.0345,0.0833,,0.0294,,0.0278,,0.0,0.0479,0.0436,0.9866,,,0.0,0.0345,0.0833,,0.0398,,0.0289,,0.0,,block of flats,0.0305,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0
143617,0,Cash loans,M,Y,Y,2,180000.0,381528.0,24970.5,315000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006629,49.08,5.01,-5695.0,-919,8.0,1,1,0,1,1,0,Laborers,4.0,2,2,FRIDAY,5,0,0,0,0,1,1,Housing,,0.6016389913577186,0.3392876999089139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-151.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
144594,0,Cash loans,M,N,N,2,135000.0,284400.0,18643.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,27.38,2.47,-2107.0,-2667,,1,1,0,1,0,0,Laborers,4.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Business Entity Type 3,,0.1286232046733615,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1595.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
145323,0,Cash loans,F,N,N,0,90000.0,454500.0,20020.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,59.37,5.62,-8810.0,-4914,,1,1,0,1,1,0,Laborers,2.0,2,2,SUNDAY,12,0,0,0,0,1,1,Transport: type 4,,0.2988536655003803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-494.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
145574,0,Cash loans,F,N,Y,2,40500.0,47970.0,4801.5,45000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,37.62,3.27,-3313.0,-3840,,1,1,1,1,0,0,Cooking staff,4.0,3,3,SATURDAY,6,0,0,0,0,0,0,Self-employed,,0.3887617295726897,0.7850520263728172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1834.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
145911,0,Cash loans,F,N,N,0,382500.0,639396.0,25488.0,571500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.032561,49.09,17.05,-6043.0,-1437,,1,1,1,1,1,0,HR staff,1.0,1,1,FRIDAY,16,0,0,0,0,0,0,Construction,0.8559037831653373,0.6969262044001963,0.1595195404777181,0.0464,,0.9498,0.3132,,0.16,0.1724,0.2083,0.25,0.0298,,0.0911,,0.0061,0.0473,,0.9499,0.3401,,0.1611,0.1724,0.2083,0.25,0.0305,,0.0943,,0.0065,0.0468,,0.9498,0.3224,,0.16,0.1724,0.2083,0.25,0.0303,,0.0921,,0.0062,reg oper account,block of flats,0.0725,"Stone, brick",No,0.0,0.0,0.0,0.0,-1936.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,1.0,2.0
145937,0,Cash loans,F,Y,Y,2,202500.0,1024636.5,36931.5,918000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.031329,37.18,13.62,-520.0,-4738,6.0,1,1,0,1,0,1,,4.0,2,2,THURSDAY,11,0,0,0,0,0,0,Emergency,0.8018659642218834,0.7133679991033435,0.4686596550493113,0.5113,0.1943,0.998,0.9728,0.1933,0.64,0.3103,0.5833,0.4583,0.0777,0.3866,0.5658,0.139,0.2214,0.521,0.2016,0.998,0.9739,0.195,0.6445,0.3103,0.5833,0.4583,0.0795,0.4224,0.5895,0.1401,0.2344,0.5163,0.1943,0.998,0.9732,0.1945,0.64,0.3103,0.5833,0.4583,0.079,0.3933,0.5759,0.1397,0.2261,reg oper account,block of flats,0.6005,Monolithic,No,0.0,0.0,0.0,0.0,-271.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
146081,0,Cash loans,M,N,Y,0,202500.0,180000.0,13225.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,28.06,2.69,-77.0,-2908,,1,1,0,1,0,0,Security staff,2.0,3,3,THURSDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.4009038867316205,0.2962301773220217,0.2622489709189549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-729.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
147279,0,Cash loans,F,Y,Y,0,162000.0,720000.0,28552.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,44.63,22.32,-3772.0,-4755,25.0,1,1,1,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Postal,0.5542049906990739,0.5536759737045227,0.6041125998015721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
148020,0,Cash loans,M,Y,Y,0,135000.0,497520.0,33376.5,450000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.00496,28.76,3.16,-4781.0,-3034,1.0,1,1,0,1,1,0,Drivers,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Restaurant,0.1645127715409897,0.4025121962313683,0.3656165070113335,0.0696,0.1021,0.9846,,,0.0,0.2069,0.1667,,0.0836,,0.0424,,0.005,0.0704,0.1059,0.9846,,,0.0,0.2069,0.1667,,0.0841,,0.0436,,0.0015,0.0703,0.1021,0.9846,,,0.0,0.2069,0.1667,,0.085,,0.0431,,0.0051,,block of flats,0.057,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
148139,0,Cash loans,F,N,N,1,108000.0,225000.0,17775.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010556,43.6,1.44,-2151.0,-3995,,1,1,1,1,0,0,Laborers,3.0,3,3,SATURDAY,18,0,0,0,0,1,1,Business Entity Type 3,,0.2086677431715959,0.7121551551910698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
148520,0,Revolving loans,M,Y,Y,0,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,44.38,9.77,-8485.0,-4752,7.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,3,0,0,0,0,0,0,Business Entity Type 3,,0.6340694245172884,0.3859146722745145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
148532,0,Cash loans,M,Y,N,2,225000.0,900000.0,35694.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,38.42,14.44,-2660.0,-2668,18.0,1,1,1,1,0,0,High skill tech staff,4.0,2,2,THURSDAY,14,0,0,0,1,1,0,Business Entity Type 3,0.4756736063697544,0.6233399927690542,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-1580.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
148563,0,Cash loans,F,N,N,0,90000.0,675000.0,19867.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0145199999999999,64.38,,-1434.0,-3966,,1,0,0,1,1,0,,1.0,2,2,MONDAY,13,0,0,0,0,0,0,XNA,0.4215406463959685,0.3442507292017128,0.6894791426446275,0.068,0.0,0.9737,,,0.0,0.1379,0.1667,,0.0361,,0.0508,,0.0396,0.0693,0.0,0.9737,,,0.0,0.1379,0.1667,,0.037,,0.053,,0.0419,0.0687,0.0,0.9737,,,0.0,0.1379,0.1667,,0.0368,,0.0518,,0.0405,,block of flats,0.0486,"Stone, brick",No,2.0,1.0,2.0,1.0,-2597.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
148884,0,Revolving loans,F,N,Y,0,103500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.0116569999999999,23.21,0.64,-6335.0,-1130,,1,1,0,1,0,0,Laborers,1.0,1,1,THURSDAY,18,0,1,1,0,0,0,Other,,0.6553082591519019,0.5638350489514956,0.0825,0.0327,0.9891,0.8504,0.0272,0.08,0.069,0.375,0.4167,0.0316,0.0672,0.0976,0.0,0.0,0.084,0.034,0.9891,0.8563,0.0275,0.0806,0.069,0.375,0.4167,0.0323,0.0735,0.1017,0.0,0.0,0.0833,0.0327,0.9891,0.8524,0.0274,0.08,0.069,0.375,0.4167,0.0321,0.0684,0.0993,0.0,0.0,reg oper account,block of flats,0.0916,Panel,No,0.0,0.0,0.0,0.0,-238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
148992,0,Cash loans,F,N,Y,0,216000.0,161730.0,11632.5,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.0105,50.68,1.85,-742.0,-2033,,1,1,1,1,1,0,Cooking staff,2.0,3,3,FRIDAY,11,0,1,1,0,1,1,Construction,,0.174435094931364,0.6848276586890367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,-1555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
149272,0,Cash loans,M,Y,Y,0,315000.0,239850.0,25830.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,27.64,1.53,-4307.0,-2581,9.0,1,1,1,1,0,0,Laborers,1.0,1,1,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.1529349341865364,,0.0495,0.0,0.9742,0.6464,,0.0,0.1034,0.125,0.1667,0.0607,0.0403,0.0257,0.0,0.0,0.0504,0.0,0.9742,0.6602,,0.0,0.1034,0.125,0.1667,0.0621,0.0441,0.0268,0.0,0.0,0.05,0.0,0.9742,0.6511,,0.0,0.1034,0.125,0.1667,0.0618,0.041,0.0262,0.0,0.0,reg oper account,block of flats,0.0318,"Stone, brick",No,3.0,0.0,3.0,0.0,-449.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
149701,0,Cash loans,M,Y,Y,0,225000.0,1530558.0,44883.0,1336500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,45.24,10.37,-7828.0,-50,8.0,1,1,0,1,1,0,Security staff,2.0,1,1,THURSDAY,18,0,1,1,0,0,0,Security,0.5976952508141398,0.7017722856653373,0.8528284668510541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1460.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
149874,0,Cash loans,F,N,N,0,72000.0,225000.0,14377.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.009549,43.4,7.56,-6761.0,-4195,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,18,0,0,0,0,1,1,Self-employed,,0.5526327876460414,0.7001838506835805,0.0371,,0.9851,0.7959999999999999,0.0015,0.0,0.069,0.0833,0.0417,,0.0303,0.0173,,0.0037,0.0378,,0.9851,0.804,0.0015,0.0,0.069,0.0833,0.0417,,0.0331,0.018,,0.0039,0.0375,,0.9851,0.7987,0.0015,0.0,0.069,0.0833,0.0417,,0.0308,0.0176,,0.0038,reg oper account,block of flats,0.0144,Panel,No,1.0,0.0,1.0,0.0,-1995.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
150196,0,Cash loans,M,N,N,0,180000.0,855882.0,36261.0,765000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,64.67,9.99,-12300.0,-4429,,1,1,1,1,1,0,Drivers,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,,0.6858549694231337,0.5691487713619409,0.1305,0.0534,0.9796,,0.0379,0.064,0.1379,0.2417,,0.0857,0.1626,0.1046,0.0116,0.021,0.084,0.0432,0.9762,,0.008,0.0,0.1379,0.1667,,0.0419,0.0762,0.05,0.0,0.0,0.0833,0.0534,0.9767,,0.0382,0.0,0.1379,0.1667,,0.0693,0.1655,0.071,0.0116,0.0,,block of flats,0.2523,Panel,No,2.0,0.0,2.0,0.0,-2665.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150284,0,Cash loans,M,Y,Y,1,180000.0,835380.0,40320.0,675000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.019101,34.45,7.25,-420.0,-4599,13.0,1,1,0,1,0,0,Core staff,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Military,0.2708482039469097,0.7092953793921495,0.4223696523543468,0.3423,0.1724,0.997,0.9592,0.1382,0.24,0.2069,0.375,0.0,0.0,0.2715,0.2863,0.0347,0.0292,0.3487,0.1789,0.997,0.9608,0.1395,0.2417,0.2069,0.375,0.0,0.0,0.2966,0.2983,0.035,0.0309,0.3456,0.1724,0.997,0.9597,0.1391,0.24,0.2069,0.375,0.0,0.0,0.2762,0.2915,0.0349,0.0298,reg oper account,block of flats,0.3034,"Stone, brick",No,1.0,0.0,1.0,0.0,-1722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
150339,0,Cash loans,F,N,N,1,135000.0,1288350.0,37800.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.018029,44.25,14.1,-8478.0,-4393,,1,1,0,1,0,0,Medicine staff,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,Medicine,,0.3856433527320993,0.6925590674998008,0.0722,,0.9816,,,0.0,0.1379,0.1667,,,,0.0666,,0.0,0.0735,,0.9816,,,0.0,0.1379,0.1667,,,,0.0693,,0.0,0.0729,,0.9816,,,0.0,0.1379,0.1667,,,,0.0678,,0.0,,block of flats,0.0523,Panel,No,0.0,0.0,0.0,0.0,-2465.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
150367,0,Cash loans,M,Y,N,0,135000.0,646920.0,20997.0,540000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0072739999999999,50.82,21.13,-10009.0,-2044,11.0,1,1,1,1,1,0,Drivers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Industry: type 9,,0.6656836908971765,0.4489622731076524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-660.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
150639,0,Cash loans,F,N,Y,0,157500.0,675000.0,45423.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,44.6,8.6,-10277.0,-2706,,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,8,0,0,0,0,0,0,Trade: type 7,,0.4760097131863237,0.7946285827840042,0.0021,0.008,0.9518,,,0.0,0.0345,0.0,,0.0127,,0.0011,,0.0033,0.0011,0.0,0.9518,,,0.0,0.0345,0.0,,0.013,,0.0005,,0.0,0.0021,0.008,0.9518,,,0.0,0.0345,0.0,,0.013,,0.0012,,0.0034,,terraced house,0.0004,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,3.0
150796,0,Cash loans,F,Y,Y,0,180000.0,450000.0,24106.5,450000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,55.94,,-1413.0,-3807,30.0,1,0,0,1,0,0,,2.0,3,3,TUESDAY,6,0,0,0,0,0,0,XNA,,0.089265539138842,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2547.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
151573,0,Cash loans,M,Y,Y,0,162000.0,830214.0,26910.0,693000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,41.81,11.28,-9129.0,-4376,8.0,1,1,0,1,0,0,Drivers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Transport: type 3,,0.6855674940095134,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1776.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
153162,0,Revolving loans,M,N,Y,0,112500.0,202500.0,10125.0,292500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,61.71,,-4174.0,-3916,,1,0,0,1,1,0,,2.0,2,2,SUNDAY,10,0,0,0,0,0,0,XNA,,0.5898904096978037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,0.0,-748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
153488,0,Cash loans,F,N,Y,1,202500.0,1125000.0,37309.5,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006629,40.21,13.8,-1315.0,-2941,,1,1,0,1,1,1,,3.0,2,2,WEDNESDAY,6,0,0,0,0,0,0,Other,0.4287127831384128,0.7313360257819522,0.4329616670974407,0.1299,0.1484,0.9831,0.7688,0.0276,0.0,0.2528,0.1667,0.0417,0.1013,0.1059,0.113,0.0,0.0138,0.084,0.0909,0.9826,0.7713,0.0106,0.0,0.1379,0.1667,0.0417,0.0796,0.0735,0.074,0.0,0.0093,0.1135,0.1314,0.9831,0.7719,0.0363,0.0,0.2414,0.1667,0.0417,0.1031,0.0932,0.0992,0.0,0.016,reg oper account,block of flats,0.1574,Panel,No,3.0,0.0,3.0,0.0,-1840.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0
153880,0,Cash loans,M,N,Y,0,135000.0,156339.0,12663.0,130500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,33.45,1.05,-658.0,-4796,,1,1,0,1,0,0,Low-skill Laborers,2.0,3,3,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.7126162231619438,0.8016009030071296,0.0722,0.072,0.9866,0.8164,0.0132,0.0,0.0345,0.1667,0.2083,0.0643,0.0588,0.047,0.0039,0.0052,0.0735,0.0747,0.9866,0.8236,0.0133,0.0,0.0345,0.1667,0.2083,0.0658,0.0643,0.049,0.0039,0.0055,0.0729,0.072,0.9866,0.8189,0.0133,0.0,0.0345,0.1667,0.2083,0.0655,0.0599,0.0479,0.0039,0.0053,reg oper account,block of flats,0.0446,"Stone, brick",No,6.0,0.0,6.0,0.0,-1529.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
153899,0,Cash loans,F,Y,Y,0,112500.0,665892.0,19597.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0084739999999999,48.68,30.3,-15134.0,-1311,6.0,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Postal,0.7157676265145667,0.5491594221637326,0.4866531565147181,0.068,0.016,0.9771,0.6872,0.0069999999999999,0.0,0.1379,0.1667,0.2083,0.0216,0.0538,0.0562,0.0077,0.088,0.0693,0.0166,0.9772,0.6994,0.0069999999999999,0.0,0.1379,0.1667,0.2083,0.0221,0.0588,0.0585,0.0078,0.0932,0.0687,0.016,0.9771,0.6914,0.0069999999999999,0.0,0.1379,0.1667,0.2083,0.022,0.0547,0.0572,0.0078,0.0898,reg oper account,block of flats,0.0671,Panel,No,0.0,0.0,0.0,0.0,-2288.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,5.0,0.0,4.0
154111,0,Cash loans,F,N,Y,1,157500.0,279000.0,33241.5,279000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,28.72,8.73,-8448.0,-2147,,1,1,0,1,0,0,Private service staff,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,0.3513570273326829,0.3656296940073164,0.7281412993111438,0.1361,0.049,0.9811,0.7416,,,0.3448,0.1667,,0.0315,0.111,0.1102,,0.0595,0.1387,0.0509,0.9811,0.7517,,,0.3448,0.1667,,0.0322,0.1212,0.1149,,0.063,0.1374,0.049,0.9811,0.7451,,,0.3448,0.1667,,0.032,0.1129,0.1122,,0.0607,reg oper account,block of flats,0.0996,"Stone, brick",No,2.0,0.0,2.0,0.0,-1477.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
